sample_id,slope_angle,slope_height,rock_type,fracture_density,rainfall_24h,days_since_blast,risk_score,risk_percentage,risk_category,risk_message,timestamp
237,44.1,359.9,Shale,Medium,42.2,24,0.358097,35.81,Low,Safe operations,2025-09-28T00:33:42.913005
238,34.9,443.8,Limestone,High,42.6,2,0.391212,39.12,Low,Safe operations,2025-09-28T00:33:42.913048
239,57.8,332.3,Sandstone,Medium,8.7,17,0.307786,30.78,Low,Safe operations,2025-09-28T00:33:42.913075
240,57.1,597.8,Shale,Medium,9.3,4,0.487566,48.76,Medium,Caution advised,2025-09-28T00:33:42.913102
241,69.8,567.4,Granite,Medium,5.3,26,0.334542,33.45,Low,Safe operations,2025-09-28T00:33:42.913128
242,67.7,727.6,Granite,High,37.3,10,0.481932,48.19,Medium,Caution advised,2025-09-28T00:33:42.913170
243,53.1,321.1,Sandstone,Medium,7.4,23,0.287003,28.7,Low,Safe operations,2025-09-28T00:33:42.913198
244,56.0,460.7,Sandstone,High,14.9,4,0.445895,44.59,Medium,Caution advised,2025-09-28T00:33:42.913225
245,69.6,271.9,Shale,Medium,9.4,20,0.390357,39.04,Low,Safe operations,2025-09-28T00:33:42.913251
246,72.5,752.7,Limestone,Medium,40.3,19,0.504652,50.47,Medium,Caution advised,2025-09-28T00:33:42.913293
247,47.0,281.4,Granite,Low,9.5,4,0.175153,17.52,Low,Safe operations,2025-09-28T00:33:42.913320
248,66.9,518.1,Sandstone,Medium,7.3,3,0.552741,55.27,Medium,Caution advised,2025-09-28T00:33:42.913348
249,42.3,288.8,Sandstone,High,14.3,20,0.298173,29.82,Low,Safe operations,2025-09-28T00:33:42.913375
250,44.0,334.8,Limestone,Low,40.3,7,0.237367,23.74,Low,Safe operations,2025-09-28T00:33:42.913401
251,72.5,567.1,Limestone,Medium,9.6,25,0.391116,39.11,Low,Safe operations,2025-09-28T00:33:42.913427
252,54.6,315.7,Sandstone,High,12.3,24,0.338536,33.85,Low,Safe operations,2025-09-28T00:33:42.913453
253,48.5,537.9,Sandstone,Medium,2.1,22,0.334058,33.41,Low,Safe operations,2025-09-28T00:33:42.913532
254,45.6,538.3,Sandstone,Medium,1.5,4,0.386537,38.65,Low,Safe operations,2025-09-28T00:33:42.913570
255,31.4,413.4,Limestone,High,14.0,15,0.255623,25.56,Low,Safe operations,2025-09-28T00:33:42.913622
256,69.5,526.1,Shale,Medium,59.1,1,0.724273,72.43,High,Enhanced monitoring needed,2025-09-28T00:33:42.913689
257,32.8,251.5,Granite,Medium,14.5,21,0.131996,13.2,Low,Safe operations,2025-09-28T00:33:42.913759
258,73.0,416.4,Sandstone,High,7.5,13,0.451713,45.17,Medium,Caution advised,2025-09-28T00:33:42.913802
259,43.9,519.8,Granite,High,8.3,6,0.305916,30.59,Low,Safe operations,2025-09-28T00:33:42.913834
260,63.0,558.1,Limestone,Medium,4.4,3,0.406322,40.63,Medium,Caution advised,2025-09-28T00:33:42.913863
261,51.0,388.3,Sandstone,Low,44.2,1,0.394528,39.45,Low,Safe operations,2025-09-28T00:33:42.913895
262,43.5,334.7,Shale,High,35.8,10,0.396709,39.67,Low,Safe operations,2025-09-28T00:33:42.913936
263,60.8,796.3,Limestone,High,4.0,3,0.533937,53.39,Medium,Caution advised,2025-09-28T00:33:42.913993
264,44.4,780.7,Granite,Medium,5.1,11,0.326585,32.66,Low,Safe operations,2025-09-28T00:33:42.914036
265,53.0,130.0,Shale,Medium,12.4,28,0.295616,29.56,Low,Safe operations,2025-09-28T00:33:42.914078
266,53.9,273.0,Limestone,Low,11.2,8,0.203913,20.39,Low,Safe operations,2025-09-28T00:33:42.914105
267,73.0,597.0,Limestone,High,5.5,3,0.517343,51.73,Medium,Caution advised,2025-09-28T00:33:42.914132
268,71.4,360.3,Limestone,High,13.6,2,0.447829,44.78,Medium,Caution advised,2025-09-28T00:33:42.914159
269,52.1,351.7,Limestone,High,17.9,3,0.353064,35.31,Low,Safe operations,2025-09-28T00:33:42.914186
270,41.6,355.7,Sandstone,Medium,50.5,22,0.332951,33.3,Low,Safe operations,2025-09-28T00:33:42.914213
271,46.3,446.3,Shale,Medium,38.4,22,0.37958,37.96,Low,Safe operations,2025-09-28T00:33:42.914243
272,48.5,318.9,Shale,High,49.2,0,0.522308,52.23,Medium,Caution advised,2025-09-28T00:33:42.914270
273,46.2,254.6,Granite,High,52.5,20,0.270774,27.08,Low,Safe operations,2025-09-28T00:33:42.914297
274,66.5,416.9,Sandstone,Low,10.0,1,0.495398,49.54,Medium,Caution advised,2025-09-28T00:33:42.914324
275,57.5,735.7,Sandstone,High,12.1,2,0.567755,56.78,Medium,Caution advised,2025-09-28T00:33:42.914366
276,48.6,563.1,Granite,High,14.9,5,0.345675,34.57,Low,Safe operations,2025-09-28T00:33:42.914393
277,83.7,103.3,Sandstone,Medium,49.1,8,0.504959,50.5,Medium,Caution advised,2025-09-28T00:33:42.914444
278,71.6,591.0,Granite,High,58.9,4,0.703453,70.35,High,Enhanced monitoring needed,2025-09-28T00:33:42.914472
279,55.1,447.2,Limestone,Medium,23.6,12,0.287801,28.78,Low,Safe operations,2025-09-28T00:33:42.914499
280,66.7,561.1,Limestone,Low,4.4,18,0.310716,31.07,Low,Safe operations,2025-09-28T00:33:42.914526
281,42.5,194.1,Granite,High,10.9,28,0.177984,17.8,Low,Safe operations,2025-09-28T00:33:42.914569
282,45.3,438.7,Limestone,Medium,1.9,29,0.233791,23.38,Low,Safe operations,2025-09-28T00:33:42.914601
283,42.1,503.1,Limestone,Low,6.6,26,0.202695,20.27,Low,Safe operations,2025-09-28T00:33:42.914629
284,73.8,482.1,Sandstone,High,4.5,29,0.473332,47.33,Medium,Caution advised,2025-09-28T00:33:42.914655
285,49.5,800.0,Shale,High,8.9,27,0.525224,52.52,Medium,Caution advised,2025-09-28T00:33:42.914698
286,64.8,523.2,Sandstone,High,4.0,24,0.43837,43.84,Medium,Caution advised,2025-09-28T00:33:42.914724
287,44.5,523.3,Sandstone,Low,39.0,2,0.3951,39.51,Low,Safe operations,2025-09-28T00:33:42.914751
288,44.3,734.5,Sandstone,Low,5.0,7,0.387488,38.75,Low,Safe operations,2025-09-28T00:33:42.914794
289,66.8,402.4,Limestone,Medium,7.6,8,0.334966,33.5,Low,Safe operations,2025-09-28T00:33:42.914820
290,40.9,254.0,Sandstone,High,3.5,23,0.282552,28.26,Low,Safe operations,2025-09-28T00:33:42.914847
291,58.7,400.4,Limestone,Medium,14.4,23,0.273284,27.33,Low,Safe operations,2025-09-28T00:33:42.914885
292,44.6,305.0,Limestone,Medium,54.9,2,0.3595,35.95,Low,Safe operations,2025-09-28T00:33:42.914913
293,74.4,336.6,Granite,Low,5.9,3,0.31511,31.51,Low,Safe operations,2025-09-28T00:33:42.914941
294,51.7,391.6,Granite,High,6.5,9,0.266332,26.63,Low,Safe operations,2025-09-28T00:33:42.914967
295,31.0,485.0,Sandstone,Low,11.3,4,0.305642,30.56,Low,Safe operations,2025-09-28T00:33:42.915011
296,72.9,254.0,Limestone,High,8.2,13,0.351357,35.14,Low,Safe operations,2025-09-28T00:33:42.915039
297,64.7,371.3,Limestone,Medium,7.2,3,0.357456,35.75,Low,Safe operations,2025-09-28T00:33:42.915066
298,64.1,159.5,Shale,Medium,9.0,19,0.342817,34.28,Low,Safe operations,2025-09-28T00:33:42.915109
299,62.5,380.6,Sandstone,Medium,8.8,6,0.383817,38.38,Low,Safe operations,2025-09-28T00:33:42.915137
300,73.1,794.5,Shale,Low,44.3,0,0.770276,77.03,High,Enhanced monitoring needed,2025-09-28T00:33:42.915181
301,82.5,327.2,Sandstone,Medium,51.6,26,0.512802,51.28,Medium,Caution advised,2025-09-28T00:33:42.915225
302,71.2,786.1,Limestone,Medium,8.8,29,0.468073,46.81,Medium,Caution advised,2025-09-28T00:33:42.915268
303,64.5,478.9,Sandstone,Low,22.1,2,0.505069,50.51,Medium,Caution advised,2025-09-28T00:33:42.915298
304,42.2,506.5,Sandstone,Medium,14.3,10,0.328612,32.86,Low,Safe operations,2025-09-28T00:33:42.915324
305,57.3,525.4,Limestone,Medium,14.8,1,0.395791,39.58,Low,Safe operations,2025-09-28T00:33:42.915352
306,47.2,366.8,Shale,High,30.7,15,0.389738,38.97,Low,Safe operations,2025-09-28T00:33:42.915378
307,69.2,437.3,Granite,High,7.5,29,0.334522,33.45,Low,Safe operations,2025-09-28T00:33:42.915404
308,60.7,414.3,Granite,Low,10.7,0,0.298013,29.8,Low,Safe operations,2025-09-28T00:33:42.915430
309,45.6,274.7,Granite,Medium,52.1,4,0.28786,28.79,Low,Safe operations,2025-09-28T00:33:42.915456
310,84.4,374.9,Limestone,High,57.8,8,0.720032,72.0,High,Enhanced monitoring needed,2025-09-28T00:33:42.915499
311,53.1,331.1,Limestone,High,12.4,13,0.278905,27.89,Low,Safe operations,2025-09-28T00:33:42.915526
312,63.7,550.6,Sandstone,Medium,2.4,17,0.396921,39.69,Low,Safe operations,2025-09-28T00:33:42.915552
313,53.5,400.4,Sandstone,High,11.8,0,0.456256,45.63,Medium,Caution advised,2025-09-28T00:33:42.915579
314,54.5,558.6,Granite,Medium,1.8,2,0.340344,34.03,Low,Safe operations,2025-09-28T00:33:42.915605
315,42.0,332.0,Limestone,High,8.4,5,0.295475,29.55,Low,Safe operations,2025-09-28T00:33:42.915631
316,64.4,310.1,Limestone,Medium,48.3,0,0.43445,43.45,Medium,Caution advised,2025-09-28T00:33:42.915659
317,72.7,593.2,Limestone,Low,54.3,5,0.487084,48.71,Medium,Caution advised,2025-09-28T00:33:42.915688
318,34.0,560.0,Limestone,Medium,52.4,29,0.329773,32.98,Low,Safe operations,2025-09-28T00:33:42.915731
319,47.1,128.6,Granite,High,36.9,12,0.221011,22.1,Low,Safe operations,2025-09-28T00:33:42.915772
320,82.1,386.3,Limestone,High,9.7,1,0.52818,52.82,Medium,Caution advised,2025-09-28T00:33:42.915813
321,74.6,579.9,Granite,Medium,10.9,27,0.368562,36.86,Low,Safe operations,2025-09-28T00:33:42.915840
322,56.2,479.9,Sandstone,Low,9.9,6,0.342329,34.23,Low,Safe operations,2025-09-28T00:33:42.915869
323,59.2,176.7,Limestone,Medium,11.4,2,0.303561,30.36,Low,Safe operations,2025-09-28T00:33:42.915911
324,66.0,318.2,Shale,Medium,49.9,8,0.476696,47.67,Medium,Caution advised,2025-09-28T00:33:42.915938
325,59.0,357.4,Limestone,Medium,8.8,4,0.319499,31.95,Low,Safe operations,2025-09-28T00:33:42.915965
326,54.9,427.5,Granite,Low,5.7,22,0.176135,17.61,Low,Safe operations,2025-09-28T00:33:42.915990
327,55.1,436.6,Sandstone,Medium,7.9,25,0.325484,32.55,Low,Safe operations,2025-09-28T00:33:42.916016
328,47.7,342.6,Sandstone,High,39.7,4,0.42259,42.26,Medium,Caution advised,2025-09-28T00:33:42.916042
329,45.3,412.4,Limestone,Medium,50.8,20,0.297466,29.75,Low,Safe operations,2025-09-28T00:33:42.916068
330,71.4,363.9,Shale,High,41.2,10,0.67711,67.71,High,Enhanced monitoring needed,2025-09-28T00:33:42.916095
331,35.0,486.0,Granite,Medium,4.6,7,0.225674,22.57,Low,Safe operations,2025-09-28T00:33:42.916136
332,31.8,731.2,Granite,High,11.4,2,0.404702,40.47,Medium,Caution advised,2025-09-28T00:33:42.916185
333,34.7,453.3,Shale,High,10.6,24,0.367396,36.74,Low,Safe operations,2025-09-28T00:33:42.916228
334,70.4,380.0,Sandstone,Medium,6.6,26,0.379473,37.95,Low,Safe operations,2025-09-28T00:33:42.916255
335,65.0,268.7,Limestone,Medium,5.6,25,0.264418,26.44,Low,Safe operations,2025-09-28T00:33:42.916282
336,41.9,591.0,Granite,Medium,45.3,1,0.382682,38.27,Low,Safe operations,2025-09-28T00:33:42.916308
337,69.3,256.7,Sandstone,Medium,12.6,10,0.362616,36.26,Low,Safe operations,2025-09-28T00:33:42.916334
338,57.1,303.8,Sandstone,Medium,49.8,26,0.365142,36.51,Low,Safe operations,2025-09-28T00:33:42.916360
339,42.3,570.5,Sandstone,Low,9.0,19,0.286916,28.69,Low,Safe operations,2025-09-28T00:33:42.916388
340,53.1,559.6,Granite,Low,10.4,29,0.214382,21.44,Low,Safe operations,2025-09-28T00:33:42.916415
341,69.7,133.5,Limestone,Medium,48.8,11,0.341811,34.18,Low,Safe operations,2025-09-28T00:33:42.916457
342,48.0,344.0,Granite,Low,14.6,12,0.141181,14.12,Low,Safe operations,2025-09-28T00:33:42.916484
343,40.3,322.5,Sandstone,Low,12.4,8,0.238668,23.87,Low,Safe operations,2025-09-28T00:33:42.916513
344,42.2,533.2,Granite,Medium,16.7,27,0.224251,22.43,Low,Safe operations,2025-09-28T00:33:42.916539
345,61.6,417.5,Sandstone,Medium,0.0,0,0.524931,52.49,Medium,Caution advised,2025-09-28T00:33:42.916566
346,74.4,500.3,Limestone,Medium,5.2,16,0.377929,37.79,Low,Safe operations,2025-09-28T00:33:42.916592
347,70.2,438.3,Sandstone,High,39.9,20,0.632832,63.28,Medium,Caution advised,2025-09-28T00:33:42.916618
348,59.6,480.3,Granite,High,10.5,12,0.308564,30.86,Low,Safe operations,2025-09-28T00:33:42.916644
349,73.3,448.7,Sandstone,Medium,3.4,29,0.41463,41.46,Medium,Caution advised,2025-09-28T00:33:42.916670
350,49.8,185.5,Limestone,Low,58.2,12,0.241872,24.19,Low,Safe operations,2025-09-28T00:33:42.916712
351,67.5,578.6,Shale,Medium,43.4,13,0.519671,51.97,Medium,Caution advised,2025-09-28T00:33:42.916739
352,58.2,456.1,Sandstone,Medium,0.8,21,0.341831,34.18,Low,Safe operations,2025-09-28T00:33:42.916766
353,56.0,282.8,Limestone,High,4.4,1,0.362355,36.24,Low,Safe operations,2025-09-28T00:33:42.916794
354,60.6,177.3,Limestone,Medium,15.0,18,0.233187,23.32,Low,Safe operations,2025-09-28T00:33:42.916837
355,46.0,734.0,Limestone,Medium,11.6,3,0.413886,41.39,Medium,Caution advised,2025-09-28T00:33:42.916889
356,69.9,598.7,Sandstone,High,5.0,17,0.490694,49.07,Medium,Caution advised,2025-09-28T00:33:42.916919
357,61.3,310.7,Limestone,High,11.3,0,0.404007,40.4,Medium,Caution advised,2025-09-28T00:33:42.916947
358,59.5,542.3,Shale,Medium,11.2,12,0.423905,42.39,Medium,Caution advised,2025-09-28T00:33:42.916974
359,48.2,260.5,Shale,Medium,50.3,10,0.381696,38.17,Low,Safe operations,2025-09-28T00:33:42.917000
360,61.7,427.2,Limestone,High,6.8,21,0.334438,33.44,Low,Safe operations,2025-09-28T00:33:42.917026
361,61.8,359.2,Limestone,Low,3.9,12,0.230585,23.06,Low,Safe operations,2025-09-28T00:33:42.917052
362,74.5,408.5,Granite,Low,10.7,4,0.327839,32.78,Low,Safe operations,2025-09-28T00:33:42.917078
363,57.6,414.8,Sandstone,High,57.6,20,0.464115,46.41,Medium,Caution advised,2025-09-28T00:33:42.917106
364,56.2,337.3,Sandstone,High,11.4,0,0.449263,44.93,Medium,Caution advised,2025-09-28T00:33:42.917133
365,65.5,461.3,Shale,High,7.3,4,0.603414,60.34,Medium,Caution advised,2025-09-28T00:33:42.917159
366,50.5,401.8,Granite,Low,13.5,19,0.157891,15.79,Low,Safe operations,2025-09-28T00:33:42.917185
367,32.9,480.0,Shale,Medium,0.2,9,0.347401,34.74,Low,Safe operations,2025-09-28T00:33:42.917230
368,30.4,325.1,Granite,Medium,28.2,16,0.163559,16.36,Low,Safe operations,2025-09-28T00:33:42.917272
369,67.6,446.4,Limestone,Medium,30.6,1,0.438157,43.82,Medium,Caution advised,2025-09-28T00:33:42.917299
370,30.3,596.3,Sandstone,Low,13.5,26,0.28445,28.45,Low,Safe operations,2025-09-28T00:33:42.917341
371,52.3,532.0,Limestone,Low,7.0,10,0.255618,25.56,Low,Safe operations,2025-09-28T00:33:42.917368
372,46.4,157.6,Limestone,Medium,33.7,29,0.205419,20.54,Low,Safe operations,2025-09-28T00:33:42.917410
373,72.8,337.4,Sandstone,Medium,13.9,11,0.395905,39.59,Low,Safe operations,2025-09-28T00:33:42.917439
374,44.1,578.5,Sandstone,Low,8.3,20,0.293297,29.33,Low,Safe operations,2025-09-28T00:33:42.917466
375,31.6,287.1,Limestone,Medium,9.9,3,0.245347,24.53,Low,Safe operations,2025-09-28T00:33:42.917508
376,41.0,304.7,Limestone,Medium,21.4,13,0.203039,20.3,Low,Safe operations,2025-09-28T00:33:42.917535
377,69.3,146.5,Sandstone,Medium,51.9,6,0.443149,44.31,Medium,Caution advised,2025-09-28T00:33:42.917577
378,45.1,439.1,Sandstone,Medium,13.7,1,0.388075,38.81,Low,Safe operations,2025-09-28T00:33:42.917603
379,59.2,565.6,Limestone,High,12.4,8,0.399046,39.9,Low,Safe operations,2025-09-28T00:33:42.917629
380,48.2,550.0,Sandstone,Medium,5.7,17,0.338167,33.82,Low,Safe operations,2025-09-28T00:33:42.917656
381,40.9,480.8,Sandstone,Low,27.5,3,0.342448,34.24,Low,Safe operations,2025-09-28T00:33:42.917682
382,54.6,309.8,Limestone,High,22.9,0,0.387577,38.76,Low,Safe operations,2025-09-28T00:33:42.917709
383,83.4,258.3,Sandstone,High,3.5,16,0.474238,47.42,Medium,Caution advised,2025-09-28T00:33:42.917751
384,82.1,387.5,Granite,Medium,11.8,20,0.355668,35.57,Low,Safe operations,2025-09-28T00:33:42.917793
385,52.7,252.2,Granite,Medium,11.3,3,0.242065,24.21,Low,Safe operations,2025-09-28T00:33:42.917821
386,69.1,328.5,Limestone,High,24.0,16,0.35914,35.91,Low,Safe operations,2025-09-28T00:33:42.917848
387,49.8,482.0,Shale,High,52.3,17,0.480687,48.07,Medium,Caution advised,2025-09-28T00:33:42.917875
388,68.2,303.9,Granite,Medium,6.1,9,0.269681,26.97,Low,Safe operations,2025-09-28T00:33:42.917901
389,60.5,531.0,Limestone,High,5.1,13,0.363075,36.31,Low,Safe operations,2025-09-28T00:33:42.917927
390,54.4,485.3,Sandstone,Medium,38.9,9,0.399559,39.96,Low,Safe operations,2025-09-28T00:33:42.917954
391,30.2,304.7,Shale,High,49.4,23,0.389539,38.95,Low,Safe operations,2025-09-28T00:33:42.917996
392,66.9,406.3,Sandstone,Medium,9.7,2,0.528943,52.89,Medium,Caution advised,2025-09-28T00:33:42.918023
393,44.5,752.4,Granite,High,40.3,6,0.437597,43.76,Medium,Caution advised,2025-09-28T00:33:42.918066
394,57.9,128.8,Sandstone,Medium,8.9,20,0.271907,27.19,Low,Safe operations,2025-09-28T00:33:42.918107
395,83.8,329.2,Sandstone,Low,11.2,4,0.546632,54.66,Medium,Caution advised,2025-09-28T00:33:42.918148
396,47.4,711.3,Limestone,Medium,46.6,0,0.495662,49.57,Medium,Caution advised,2025-09-28T00:33:42.918189
397,41.0,399.2,Limestone,Low,10.0,19,0.170403,17.04,Low,Safe operations,2025-09-28T00:33:42.918216
398,60.2,425.1,Granite,Low,5.1,16,0.196644,19.66,Low,Safe operations,2025-09-28T00:33:42.918242
399,69.8,504.4,Sandstone,High,4.6,24,0.457858,45.79,Medium,Caution advised,2025-09-28T00:33:42.918270
400,50.4,721.8,Limestone,Low,0.6,21,0.30316,30.32,Low,Safe operations,2025-09-28T00:33:42.918311
401,59.5,297.1,Granite,High,37.6,12,0.294094,29.41,Low,Safe operations,2025-09-28T00:33:42.918338
402,50.5,254.8,Limestone,Medium,1.4,17,0.201887,20.19,Low,Safe operations,2025-09-28T00:33:42.918365
403,59.8,279.8,Limestone,Medium,5.8,0,0.342912,34.29,Low,Safe operations,2025-09-28T00:33:42.918393
404,43.4,595.6,Limestone,Medium,49.6,25,0.349173,34.92,Low,Safe operations,2025-09-28T00:33:42.918419
405,54.1,488.8,Limestone,Low,1.9,16,0.231268,23.13,Low,Safe operations,2025-09-28T00:33:42.918444
406,49.0,399.1,Shale,Low,54.2,19,0.368928,36.89,Low,Safe operations,2025-09-28T00:33:42.918471
407,69.7,293.9,Shale,Low,8.8,24,0.350447,35.04,Low,Safe operations,2025-09-28T00:33:42.918503
408,69.1,416.0,Granite,Low,14.0,23,0.24193,24.19,Low,Safe operations,2025-09-28T00:33:42.918530
409,48.8,464.8,Shale,High,11.0,15,0.399615,39.96,Low,Safe operations,2025-09-28T00:33:42.918557
410,74.9,519.7,Limestone,High,11.0,17,0.434428,43.44,Medium,Caution advised,2025-09-28T00:33:42.918583
411,64.6,486.5,Limestone,High,6.2,27,0.365797,36.58,Low,Safe operations,2025-09-28T00:33:42.918610
412,51.1,371.0,Sandstone,Medium,2.5,3,0.361187,36.12,Low,Safe operations,2025-09-28T00:33:42.918636
413,55.8,390.2,Granite,High,5.8,26,0.259103,25.91,Low,Safe operations,2025-09-28T00:33:42.918662
414,42.2,579.2,Sandstone,High,7.2,22,0.378808,37.88,Low,Safe operations,2025-09-28T00:33:42.918688
415,51.8,139.2,Sandstone,Medium,0.6,7,0.283534,28.35,Low,Safe operations,2025-09-28T00:33:42.918729
416,48.9,435.5,Sandstone,Medium,2.6,7,0.338151,33.82,Low,Safe operations,2025-09-28T00:33:42.918756
417,55.1,278.2,Shale,High,12.4,2,0.451594,45.16,Medium,Caution advised,2025-09-28T00:33:42.918782
418,72.1,357.4,Granite,Medium,14.8,10,0.302831,30.28,Low,Safe operations,2025-09-28T00:33:42.918808
419,41.4,430.7,Sandstone,High,7.2,26,0.328991,32.9,Low,Safe operations,2025-09-28T00:33:42.918834
420,52.0,254.5,Limestone,Medium,9.2,3,0.278678,27.87,Low,Safe operations,2025-09-28T00:33:42.918860
421,89.0,566.9,Sandstone,Low,3.0,1,0.681417,68.14,High,Enhanced monitoring needed,2025-09-28T00:33:42.918915
422,59.4,471.0,Sandstone,Medium,14.4,23,0.357197,35.72,Low,Safe operations,2025-09-28T00:33:42.918945
423,60.0,270.9,Sandstone,High,3.4,19,0.346259,34.63,Low,Safe operations,2025-09-28T00:33:42.918973
424,40.4,174.2,Granite,Medium,7.2,27,0.124089,12.41,Low,Safe operations,2025-09-28T00:33:42.919018
425,56.6,755.3,Sandstone,High,14.4,1,0.584238,58.42,Medium,Caution advised,2025-09-28T00:33:42.919060
426,58.9,266.0,Shale,High,1.2,0,0.480435,48.04,Medium,Caution advised,2025-09-28T00:33:42.919088
427,66.5,308.1,Granite,Medium,33.6,3,0.340477,34.05,Low,Safe operations,2025-09-28T00:33:42.919115
428,30.0,518.1,Limestone,Medium,0.3,20,0.237322,23.73,Low,Safe operations,2025-09-28T00:33:42.919158
429,61.0,360.4,Limestone,Low,2.7,6,0.264828,26.48,Low,Safe operations,2025-09-28T00:33:42.919226
430,43.9,523.6,Limestone,Medium,12.7,18,0.261642,26.16,Low,Safe operations,2025-09-28T00:33:42.919277
431,65.6,470.8,Sandstone,Medium,2.9,5,0.511363,51.14,Medium,Caution advised,2025-09-28T00:33:42.919309
432,68.1,270.9,Sandstone,Low,8.2,27,0.29663,29.66,Low,Safe operations,2025-09-28T00:33:42.919337
433,42.1,519.1,Shale,Low,45.9,0,0.465004,46.5,Medium,Caution advised,2025-09-28T00:33:42.919367
434,52.4,419.3,Limestone,Medium,8.6,0,0.351266,35.13,Low,Safe operations,2025-09-28T00:33:42.919397
435,51.0,274.2,Sandstone,Medium,0.6,13,0.269613,26.96,Low,Safe operations,2025-09-28T00:33:42.919423
436,54.4,429.6,Granite,Medium,13.7,3,0.294087,29.41,Low,Safe operations,2025-09-28T00:33:42.919449
437,50.1,728.6,Granite,Medium,1.9,5,0.361699,36.17,Low,Safe operations,2025-09-28T00:33:42.919495
438,33.1,125.4,Granite,High,13.4,23,0.157564,15.76,Low,Safe operations,2025-09-28T00:33:42.919547
439,61.4,339.5,Limestone,Low,11.9,29,0.221907,22.19,Low,Safe operations,2025-09-28T00:33:42.919576
440,60.6,465.4,Granite,Low,7.8,3,0.281061,28.11,Low,Safe operations,2025-09-28T00:33:42.919602
441,86.0,484.1,Sandstone,High,2.3,27,0.552589,55.26,Medium,Caution advised,2025-09-28T00:33:42.919645
442,68.3,535.6,Granite,Medium,2.0,18,0.314578,31.46,Low,Safe operations,2025-09-28T00:33:42.919671
443,30.7,750.0,Limestone,High,7.7,27,0.370681,37.07,Low,Safe operations,2025-09-28T00:33:42.919722
444,68.1,138.6,Sandstone,Medium,38.3,17,0.358823,35.88,Low,Safe operations,2025-09-28T00:33:42.919764
445,62.1,378.4,Granite,Low,9.5,23,0.193888,19.39,Low,Safe operations,2025-09-28T00:33:42.919791
446,72.3,538.8,Sandstone,Medium,28.2,23,0.459276,45.93,Medium,Caution advised,2025-09-28T00:33:42.919819
447,71.6,534.3,Granite,Medium,8.2,11,0.343921,34.39,Low,Safe operations,2025-09-28T00:33:42.919845
448,66.8,169.0,Limestone,Low,3.5,1,0.299522,29.95,Low,Safe operations,2025-09-28T00:33:42.919887
449,30.9,365.1,Sandstone,High,42.8,13,0.349583,34.96,Low,Safe operations,2025-09-28T00:33:42.919928
450,60.9,164.7,Granite,Low,56.2,13,0.231172,23.12,Low,Safe operations,2025-09-28T00:33:42.919970
